,index,season,age,gp,goals,assists,points,plusmin,plm,goals_ev,goals_pp,goals_sh,goals_gw,assists_ev,assists_pp,assists_sh,shots,toi,hits,faceoff_wins,faceoff_losses,block,faceoff_pct,shot_pct,gpg,toi_avg,name,team,pos
0,1936,1940,29.0,0.03012848914488259,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,Bert Peer,DET,RW
1,1937,1940,32.0,0.3615418697385911,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,Hec Kilrea,DET,LW
2,1938,1940,21.0,0.06025697828976518,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,Buck Jones,DET,D
3,1939,1940,28.0,0.03012848914488259,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,Ron Hudson,DET,RW
4,1940,1940,22.0,1.4461674789543644,0.1640530759951749,0.0,0.06679764243614932,,2.2104835432750916,,,,,,,,,,,,,,,,0.12923858517374656,,Jack Stewart*,DET,D
5,1941,1940,23.0,0.3012848914488259,0.3281061519903498,0.0,0.13359528487229863,,0.11052417716375458,,,,,,,,,,,,,,,,1.242678703593717,,Jack Keating,DET,LW
6,1942,1940,28.0,0.3314133805937085,0.0,0.22535211267605634,0.13359528487229863,,0.22104835432750916,,,,,,,,,,,,,,,,0.0,,Ralph Bowman,DET,D
7,1943,1940,23.0,1.4461674789543644,0.1640530759951749,0.3380281690140845,0.26719056974459726,,2.984152783421374,,,,,,,,,,,,,,,,0.12923858517374656,,Jimmy Orlando,DET,D
8,1944,1940,24.0,0.8737261852015952,0.3281061519903498,0.3380281690140845,0.33398821218074654,,0.6078829744006502,,,,,,,,,,,,,,,,0.4287241527398324,,Don Grosso,DET,C
9,1945,1940,23.0,1.024368630926008,0.3281061519903498,0.4507042253521127,0.40078585461689586,,0.11052417716375458,,,,,,,,,,,,,,,,0.3653475388565528,,Joe Fisher,DET,RW
10,1946,1940,26.0,0.5423128046078867,0.8202653799758746,0.11267605633802817,0.40078585461689586,,0.11052417716375458,,,,,,,,,,,,,,,,1.726080719291673,,Don Deacon,DET,LW
11,1947,1940,21.0,0.7230837394771822,0.1640530759951749,0.5633802816901409,0.40078585461689586,,0.22104835432750916,,,,,,,,,,,,,,,,0.25909850969929,,Sid Abel*,DET,LW
12,1948,1940,23.0,1.1147540983606559,0.1640530759951749,0.676056338028169,0.4675834970530452,,0.11052417716375458,,,,,,,,,,,,,,,,0.16776162498515182,,Butch McDonald,DET,LW
13,1949,1940,24.0,0.9942401417811255,0.3281061519903498,0.676056338028169,0.5343811394891945,,1.0499796830556685,,,,,,,,,,,,,,,,0.37653164718889626,,Eddie Wares,DET,RW
14,1950,1940,24.0,0.7532122286220647,0.3281061519903498,0.7887323943661971,0.6011787819253438,,0.22104835432750916,,,,,,,,,,,,,,,,0.4970714814374868,,Carl Liscombe,DET,LW
15,1951,1940,22.0,0.9038546743464777,0.6562123039806996,0.7887323943661971,0.7347740667976425,,0.11052417716375458,,,,,,,,,,,,,,,,0.8282453559452124,,Gus Giesebrecht,DET,C
16,1952,1940,23.0,1.0846256092157733,1.3124246079613993,0.3380281690140845,0.7347740667976425,,0.11052417716375458,,,,,,,,,,,,,,,,1.3806160396926197,,Connie Brown,DET,C
17,1953,1940,31.0,1.325653522374834,1.1483715319662244,1.1267605633802817,1.1355599214145382,,0.6631450629825275,,,,,,,,,,,,,,,,0.9885509087088018,,Cecil Dillon,DET,RW
18,1954,1940,21.0,1.2051395657953037,1.6405307599517491,0.9014084507042254,1.2023575638506876,,0.22104835432750916,,,,,,,,,,,,,,,,1.5533483794921463,,Ken Kilrea,DET,LW
19,1955,1940,26.0,1.1147540983606559,1.1483715319662244,1.352112676056338,1.269155206286837,,1.547338480292564,,,,,,,,,,,,,,,,1.1755740535996564,,Alex Motter,DET,D
20,1956,1940,25.0,1.4461674789543644,1.6405307599517491,1.5774647887323943,1.6031434184675835,,0.5526208858187729,,,,,,,,,,,,,,,,1.2942498697928564,,Mud Bruneteau,DET,RW
21,1957,1940,32.0,1.2955250332299515,1.804583835946924,1.9154929577464788,1.8703339882121808,,1.713124746038196,,,,,,,,,,,,,,,,1.5893860618963642,,Ebbie Goodfellow*,DET,D
22,1958,1940,28.0,1.385910500664599,2.296743063932449,2.591549295774648,2.4715127701375246,,0.939455505891914,,,,,,,,,,,,,,,,1.8907356475178405,,Syd Howe*,DET,C
23,1918,1941,23.0,0.21441163508153374,0.0,0.10311572700296735,0.06186025812194036,,0.12198332602018429,,,,,,,,,,,,,,,,0.0,,Pat McReavy,BOS,C
24,1919,1941,24.0,0.24504186866460997,0.0,0.10311572700296735,0.06186025812194036,,0.0,,,,,,,,,,,,,,,,0.0,,Red Hamill,BOS,LW
25,1920,1941,21.0,0.24504186866460997,0.0,0.10311572700296735,0.06186025812194036,,0.12198332602018429,,,,,,,,,,,,,,,,0.0,,Gordie Bruce,BOS,LW
26,1921,1941,23.0,0.612604671661525,0.3092324805339266,0.2062314540059347,0.24744103248776145,,0.48793330408073715,,,,,,,,,,,,,,,,0.5621999409487831,,Jack Shewchuk,BOS,D
27,1922,1941,26.0,1.2558395769061261,0.7730812013348165,0.4124629080118694,0.5567423230974632,,0.24396665204036858,,,,,,,,,,,,,,,,0.6858839279575153,,Mel Hill,BOS,RW
28,1923,1941,24.0,1.3783605112384312,0.3092324805339266,0.8249258160237388,0.6186025812194036,,1.646774901272488,,,,,,,,,,,,,,,,0.2496167737812597,,Jack Crawford,BOS,D
29,1924,1941,21.0,1.0414279418245924,0.9276974416017798,0.5155786350148368,0.680462839341344,,1.1588415971917507,,,,,,,,,,,,,,,,0.992282895774602,,Terry Reardon,BOS,C/RW
30,1925,1941,26.0,1.4702512119876598,0.9276974416017798,0.8249258160237388,0.866043613707165,,3.7204914436156207,,,,,,,,,,,,,,,,0.7027499261859789,,Des Smith,BOS,D
31,1926,1941,28.0,1.2558395769061261,1.2369299221357064,1.0311572700296736,1.1134846461949264,,0.36594997806055285,,,,,,,,,,,,,,,,1.0968520847910759,,Herb Cain,BOS,LW
32,1927,1941,28.0,1.2558395769061261,1.3915461624026697,1.5467359050445104,1.4846461949265686,,1.4028082492321194,,,,,,,,,,,,,,,,1.2340288703825788,,Flash Hollett,BOS,D
33,1928,1941,33.0,1.4702512119876598,1.2369299221357064,1.8560830860534125,1.6083667111704494,,1.4637999122422114,,,,,,,,,,,,,,,,0.9371873015616213,,Dit Clapper*,BOS,D
34,1929,1941,25.0,1.4702512119876598,2.628476084538376,1.5467359050445104,1.9795282599020916,,0.6099166301009215,,,,,,,,,,,,,,,,1.9913121908405897,,Art Jackson,BOS,C
35,1930,1941,24.0,1.22520934332305,2.7830923248053394,1.5467359050445104,2.0413885180240317,,0.12198332602018429,,,,,,,,,,,,,,,,2.5298997342695237,,Woody Dumart*,BOS,LW
36,1931,1941,22.0,1.3783605112384312,2.0100111234705227,2.577893175074184,2.350689808633734,,1.4028082492321194,,,,,,,,,,,,,,,,1.6241956294010342,,Milt Schmidt*,BOS,C
37,1932,1941,24.0,1.2558395769061261,3.710789766407119,1.443620178041543,2.350689808633734,,0.42694164107064503,,,,,,,,,,,,,,,,3.2911184543141765,,Roy Conacher*,BOS,LW
38,1933,1941,25.0,1.4702512119876598,2.628476084538376,2.2685459940652817,2.412550066755674,,0.12198332602018429,,,,,,,,,,,,,,,,1.9913121908405897,,Bobby Bauer*,BOS,RW
39,1934,1941,28.0,1.4702512119876598,2.473859844271413,2.4747774480712166,2.4744103248776144,,0.6099166301009215,,,,,,,,,,,,,,,,1.873812403182294,,Eddie Wiseman,BOS,RW
40,1935,1941,28.0,1.4089907448215073,2.628476084538376,4.640207715133531,3.835336003560302,,0.9758666081614743,,,,,,,,,,,,,,,,2.077890981746702,,Bill Cowley*,BOS,C
41,1897,1942,24.0,0.22575691092584468,0.0,0.0906288532675709,0.055076807793180964,,0.32426470588235295,,,,,,,,,,,,,,,,0.0,,Hazen McAndrew,BRO,D
42,1898,1942,28.0,0.22575691092584468,0.0,0.0906288532675709,0.055076807793180964,,0.2161764705882353,,,,,,,,,,,,,,,,0.0,,Pete Kelly,BRO,RW
43,1899,1942,28.0,0.25800789820096537,0.14040114613180515,0.0,0.055076807793180964,,0.0,,,,,,,,,,,,,,,,0.6035791008888626,,Pep Kelly,BRO,RW
44,1900,1942,21.0,0.06450197455024134,0.0,0.1812577065351418,0.11015361558636193,,0.10808823529411765,,,,,,,,,,,,,,,,0.0,,Ralph Wycherley,BRO,LW
45,1901,1942,23.0,0.35476086002632734,0.14040114613180515,0.0906288532675709,0.11015361558636193,,0.0,,,,,,,,,,,,,,,,0.4389227221663809,,Peanuts O'Flaherty,BRO,RW
46,1902,1942,19.0,0.677270732777534,0.0,0.1812577065351418,0.11015361558636193,,1.4051470588235295,,,,,,,,,,,,,,,,0.0,,Andy Branigan,BRO,D
47,1903,1942,21.0,0.45151382185168937,0.42120343839541546,0.0906288532675709,0.22030723117272386,,0.4863970588235294,,,,,,,,,,,,,,,,1.0347760105638661,,Nick Knott,BRO,D
48,1904,1942,34.0,0.5482667836770514,0.2808022922636103,0.45314426633785454,0.3855376545522668,,0.10808823529411765,,,,,,,,,,,,,,,,0.567847218116242,,Gus Marker,BRO,RW
49,1905,1942,26.0,0.5160157964019307,0.7020057306590258,0.45314426633785454,0.5507680779318097,,0.9727941176470588,,,,,,,,,,,,,,,,1.5089477522221566,,Bill Summerhill,BRO,RW
50,1906,1942,26.0,0.774023694602896,1.2636103151862466,0.2718865598027127,0.6609216935181716,,0.4323529411764706,,,,,,,,,,,,,,,,1.8107373026665878,,Joe Krol,BRO,LW
51,1907,1942,26.0,0.8707766564282581,0.9828080229226361,0.6344019728729964,0.7710753091045336,,0.2161764705882353,,,,,,,,,,,,,,,,1.2520644868838564,,Fred Thurier,BRO,C
52,1908,1942,26.0,1.3222904782799474,0.8424068767908309,0.8156596794081381,0.8261521168977145,,1.243014705882353,,,,,,,,,,,,,,,,0.7064289796803249,,Wilf Field,BRO,D
53,1909,1942,19.0,1.3222904782799474,0.9828080229226361,0.8156596794081381,0.8812289246908954,,0.8647058823529412,,,,,,,,,,,,,,,,0.8242476201738308,,Ken Mosdell,BRO,C
54,1910,1942,18.0,1.5157964019306713,1.4040114613180517,0.7250308261405672,0.9913825402772574,,0.32426470588235295,,,,,,,,,,,,,,,,1.0275330613531997,,Harry Watson*,BRO,LW
55,1911,1942,21.0,1.2900394910048267,2.2464183381088825,0.8156596794081381,1.3769201948295242,,0.32426470588235295,,,,,,,,,,,,,,,,1.9314531228443605,,Norm Larson,BRO,RW
56,1912,1942,30.0,1.548047389205792,1.5444126074498568,1.3594327990135635,1.4319970026227051,,1.243014705882353,,,,,,,,,,,,,,,,1.1067226393898184,,Buzz Boll,BRO,LW
57,1913,1942,23.0,1.548047389205792,1.1232091690544412,1.8125770653514182,1.5421506182090672,,6.701470588235295,,,,,,,,,,,,,,,,0.8049330889453872,,Pat Egan,BRO,D
58,1914,1942,26.0,1.45129442738043,0.8424068767908309,1.9938347718865599,1.5421506182090672,,0.8106617647058824,,,,,,,,,,,,,,,,0.6436567531878831,,Murray Armstrong,BRO,C
59,1915,1942,21.0,1.45129442738043,1.1232091690544412,1.903205918618989,1.597227426002248,,1.6753676470588237,,,,,,,,,,,,,,,,0.8585309131043183,,Bill Benson,BRO,C
60,1916,1942,27.0,1.5157964019306713,1.9656160458452723,2.0844636251541306,2.0378418883476956,,0.5404411764705882,,,,,,,,,,,,,,,,1.4384497132383374,,Mel Hill,BRO,RW
61,1917,1942,31.0,1.548047389205792,1.6848137535816619,2.628236744759556,2.2581491195204197,,2.9183823529411765,,,,,,,,,,,,,,,,1.2071582017777251,,Tom Anderson,BRO,D
62,1880,1943,26.0,0.09943473792394655,0.0,0.07827669902912622,0.047235444891980956,,0.0,,,,,,,,,,,,,,,,0.0,,Norm Calladine,BOS,C
63,1881,1943,26.0,0.09943473792394655,0.3573407202216066,0.0,0.14170633467594287,,0.0,,,,,,,,,,,,,,,,3.9398696483437283,,Ossie Aubuchon,BOS,LW
64,1882,1943,19.0,0.23201438848920863,0.4764542936288088,0.07827669902912622,0.2361772244599048,,0.23789764868603044,,,,,,,,,,,,,,,,2.2512415170636064,,Bill Shill,BOS,RW
65,1883,1943,25.0,1.5909558067831449,0.2382271468144044,0.4696601941747573,0.37788355913584765,,2.9737206085753805,,,,,,,,,,,,,,,,0.16429256433593348,,Jack Shewchuk,BOS,D
66,1884,1943,34.0,0.6628982528263103,0.7146814404432132,0.3913834951456311,0.5195898938117905,,0.35684647302904565,,,,,,,,,,,,,,,,1.1819608945031184,,Irwin Boyd,BOS,RW
67,1885,1943,18.0,1.4915210688591984,0.7146814404432132,0.5479368932038835,0.6140607835957524,,0.35684647302904565,,,,,,,,,,,,,,,,0.525184624124219,,Jackie Schmidt,BOS,RW
68,1886,1943,17.0,1.3920863309352518,0.8337950138504154,1.1741504854368932,1.039179787623581,,2.5573997233748273,,,,,,,,,,,,,,,,0.6567762703788994,,Bep Guidolin,BOS,RW
69,1887,1943,26.0,1.6241007194244603,0.5955678670360111,1.4089805825242718,1.086415232515562,,1.4273858921161826,,,,,,,,,,,,,,,,0.40186670413106024,,Jack Crawford,BOS,D
70,1888,1943,35.0,1.2595066803699897,0.5955678670360111,1.4089805825242718,1.086415232515562,,0.7136929460580913,,,,,,,,,,,,,,,,0.5184868457220346,,Dit Clapper*,BOS,D
71,1889,1943,27.0,1.4915210688591984,1.07202216066482,1.8786407766990292,1.5587696814353715,,3.9847856154910097,,,,,,,,,,,,,,,,0.7879739296687457,,Murph Chamberlain,BOS,LW
72,1890,1943,32.0,1.4583761562178827,2.263157894736842,1.1741504854368932,1.6060051263273527,,2.260027662517289,,,,,,,,,,,,,,,,1.7012357141548218,,Busher Jackson*,BOS,LW
73,1891,1943,17.0,1.5909558067831449,1.6675900277008309,1.5655339805825244,1.6060051263273527,,0.9515905947441218,,,,,,,,,,,,,,,,1.1492599764218656,,Don Gallinger,BOS,C
74,1892,1943,30.0,1.4915210688591984,2.14404432132964,1.4089805825242718,1.7004760161113146,,1.1300138312586445,,,,,,,,,,,,,,,,1.5759478593374914,,Herb Cain,BOS,LW
75,1893,1943,30.0,1.657245632065776,2.263157894736842,1.9569174757281553,2.078359575247162,,1.1300138312586445,,,,,,,,,,,,,,,,1.4971504663706168,,Flash Hollett,BOS,D
76,1894,1943,31.0,1.4252312435765673,2.977839335180055,2.1134708737864076,2.45624313438301,,1.1894882434301521,,,,,,,,,,,,,,,,2.290640213547044,,Buzz Boll,BOS,LW
77,1895,1943,27.0,1.657245632065776,2.6204986149584486,2.4265776699029127,2.503478579274991,,1.1894882434301521,,,,,,,,,,,,,,,,1.7335426452712404,,Art Jackson,BOS,C
78,1896,1943,30.0,1.5909558067831449,3.2160664819944595,3.5224514563106797,3.400952032222629,,0.5947441217150761,,,,,,,,,,,,,,,,2.216176677193347,,Bill Cowley*,BOS,C
79,1861,1944,17.0,0.18664850136239783,0.0,0.0,0.0,,0.288117770767613,,,,,,,,,,,,,,,,0.0,,Eric Prentice,TOR,LW
80,1862,1944,19.0,0.5599455040871935,0.0,0.07842014882655982,0.04609690444145356,,0.1440588853838065,,,,,,,,,,,,,,,,0.0,,Frank Dunlap,TOR,LW
81,1863,1944,27.0,0.18664850136239783,0.0,0.07842014882655982,0.04609690444145356,,0.1440588853838065,,,,,,,,,,,,,,,,0.0,,Red Carr,TOR,LW
82,1864,1944,17.0,0.6719346049046322,0.22367346938775512,0.0,0.09219380888290712,,0.43217665615141954,,,,,,,,,,,,,,,,0.44925457277028563,,Ross Johnstone,TOR,D
83,1865,1944,19.0,0.7839237057220708,0.5591836734693878,0.0,0.23048452220726784,,1.0804416403785488,,,,,,,,,,,,,,,,0.9628039043798831,,Jack Ingoldsby,TOR,D
84,1866,1944,19.0,1.0079019073569482,0.7828571428571429,0.4705208929593589,0.5992597577388964,,2.016824395373291,,,,,,,,,,,,,,,,1.0485302494989654,,Don Webster,TOR,LW
85,1867,1944,19.0,0.4106267029972752,0.6710204081632654,0.6273611906124785,0.6453566621803499,,0.6482649842271293,,,,,,,,,,,,,,,,2.205835908606578,,Bud Poile*,TOR,RW
86,1868,1944,20.0,1.2318801089918257,0.8946938775510205,0.5489410417859187,0.6914535666218035,,2.0888538380651944,,,,,,,,,,,,,,,,0.9801917951351686,,Tom O'Neill,TOR,RW
87,1869,1944,29.0,1.4558583106267031,0.44734693877551024,0.9410417859187178,0.737550471063257,,2.304942166140904,,,,,,,,,,,,,,,,0.414883160812163,,Reg Hamilton,TOR,D
88,1870,1944,21.0,1.1945504087193461,0.3355102040816327,1.1763022323983974,0.8297442799461642,,2.1608832807570977,,,,,,,,,,,,,,,,0.3792986401966948,,Jack McLean,TOR,C
89,1871,1944,29.0,0.6346049046321526,1.006530612244898,0.7842014882655982,0.8758411843876177,,0.43217665615141954,,,,,,,,,,,,,,,,2.140732410662369,,Mel Hill,TOR,RW
90,1872,1944,23.0,1.8664850136239783,1.3420408163265307,1.646823125357756,1.5211978465679676,,1.5846477392218716,,,,,,,,,,,,,,,,0.9704869258764045,,Moe Morris,TOR,D
91,1873,1944,27.0,1.8291553133514986,1.789387755102041,1.4115626788780768,1.5672947510094213,,1.0084121976866456,,,,,,,,,,,,,,,,1.3202665887443588,,George Boothman,TOR,C
92,1874,1944,18.0,1.8291553133514986,2.236734693877551,1.333142530051517,1.705585464333782,,0.288117770767613,,,,,,,,,,,,,,,,1.6506365130947849,,Jack Hamilton,TOR,C
93,1875,1944,31.0,1.7544959128065396,2.1248979591836736,2.195764167143675,2.166554508748318,,1.5126182965299684,,,,,,,,,,,,,,,,1.6348661005492933,,Bob Davidson,TOR,LW
94,1876,1944,18.0,1.8291553133514986,2.9077551020408166,1.803663423010876,2.2587483176312246,,0.1440588853838065,,,,,,,,,,,,,,,,2.145584845291751,,Ted Kennedy*,TOR,C
95,1877,1944,28.0,1.8664850136239783,1.9012244897959185,3.136805953062393,2.6275235531628534,,2.1608832807570977,,,,,,,,,,,,,,,,1.3748564783249067,,Babe Pratt*,TOR,D
